Week,Room,RoomCluster,ClusterType,RoomType,TreatmentType,Usage,All.Neighbors,Efficient.Neighbors
2017-43,3021A,3021,Single,Single Bedroom,Control,1.863560495,NA,NA
2017-43,3021B,3021,Single,Single Bedroom,Control,1.477691995,NA,NA
2017-43,3021C,3021,Single,Single Bedroom,Control,1.523336704,NA,NA
2017-43,3021D,3021,Single,Single Bedroom,Control,1.545253436,NA,NA
2017-43,3022A,3022,Single,Single Bedroom,Control,1.59051205,NA,NA
2017-43,3022B,3022,Single,Single Bedroom,Control,1.717331877,NA,NA
2017-43,3022C,3022,Single,Single Bedroom,Control,1.52453067,NA,NA
2017-43,3022D,3022,Single,Single Bedroom,Control,1.594145655,NA,NA
2017-43,3023A,3023,Single,Single Bedroom,Individual,1.968545388,1.717689819,1.523456101
2017-43,3023B,3023,Single,Single Bedroom,Individual,1.557822424,1.720036807,1.523456101
2017-43,3023C,3023,Single,Single Bedroom,Control,1.594145655,NA,NA
2017-43,3023D,3023,Single,Single Bedroom,Control,1.679492907,NA,NA
2017-43,3024A,3024,NA,Single Bedroom,Control,1.891062666,NA,NA
2017-43,3024B,3024,NA,Single Bedroom,Control,1.646278089,NA,NA
2017-43,3024C,3024,NA,Single Bedroom,Control,1.742770481,NA,NA
2017-43,3027A,3027,Double,Double Bedroom,Control,1.285151865,NA,NA
2017-43,3027B,3027,Double,Double Bedroom,Individual,1.317922669,1.396690719,1.264349912
2017-43,3029A,3029,Double,Double Bedroom,Individual,1.406430568,1.396088624,1.264349912
2017-43,3029B,3029,Double,Double Bedroom,Individual,1.347128684,1.396492039,1.264349912
2017-43,3030A,3030,Double,Double Bedroom,Cluster,2.864249359,2.788817608,2.616723558
2017-43,3030B,3030,Double,Double Bedroom,Cluster,2.864249359,2.788817608,2.616723558
2017-43,3031A,3031,Double,Double Bedroom,Control,1.568782765,NA,NA
2017-43,3031B,3031,Double,Double Bedroom,Control,1.197998741,NA,NA
2017-43,3032B,3032,NA,Double Bedroom,Individual,1.415852717,1.396024528,1.264349912
2017-43,3036A,3036,NA,Single Bedroom,Individual,1.87713999,1.718212135,1.523456101
2017-43,3036B,3036,NA,Double Bedroom,Individual,1.256101233,1.397111273,1.269222766
2017-43,3037A,3037,Double,Double Bedroom,Individual,1.34929079,1.39647733,1.264349912
2017-43,3037B,3037,Double,Double Bedroom,Individual,1.146235256,1.397858661,1.269222766
2017-43,3039A,3039,Double,Double Bedroom,Control,1.390995721,NA,NA
2017-43,3039B,3039,Double,Double Bedroom,Control,1.349473022,NA,NA
2017-43,3040A,3040,NA,Single Bedroom,Control,1.908213789,NA,NA
2017-43,3040B,3040,NA,Double Bedroom,Control,1.195170039,NA,NA
2017-43,3042A,3042,Double,Double Bedroom,Cluster,2.820473887,2.789480873,2.616723558
2017-43,3042B,3042,Double,Double Bedroom,Cluster,2.820473887,2.789480873,2.616723558
2017-43,4007,4007,NA,Single Bedroom,Control,1.543714477,NA,NA
2017-43,4008A,4008,Double,Double Bedroom,Cluster,2.824017232,2.789427186,2.616723558
2017-43,4008B,4008,Double,Double Bedroom,Cluster,2.824017232,2.789427186,2.616723558
2017-43,4009A,4009,Single,Single Bedroom,Cluster,6.898831268,6.884642496,6.314308312
2017-43,4009B,4009,Single,Single Bedroom,Cluster,6.898831268,6.884642496,6.314308312
2017-43,4009C,4009,Single,Single Bedroom,Cluster,6.898831268,6.884642496,6.314308312
2017-43,4009D,4009,Single,Single Bedroom,Cluster,6.898831268,6.884642496,6.314308312
2017-43,4010A,4010,Single,Single Bedroom,Individual,1.973843022,1.717659547,1.523456101
2017-43,4010B,4010,Single,Single Bedroom,Individual,1.982587589,1.717609578,1.523456101
2017-43,4010C,4010,Single,Single Bedroom,Individual,2.04039889,1.717279227,1.523456101
2017-43,4010D,4010,Single,Single Bedroom,Individual,1.992303774,1.717554057,1.523456101
2017-43,4011A,4011,Single,Single Bedroom,Cluster,7.425645487,6.869590661,6.314308312
2017-43,4011B,4011,Single,Single Bedroom,Cluster,7.425645487,6.869590661,6.314308312
2017-43,4011C,4011,Single,Single Bedroom,Cluster,7.425645487,6.869590661,6.314308312
2017-43,4011D,4011,Single,Single Bedroom,Cluster,7.425645487,6.869590661,6.314308312
2017-43,4013A,4013,Double,Double Bedroom,Cluster,2.766992104,2.790291203,2.616723558
2017-43,4013B,4013,Double,Double Bedroom,Cluster,2.766992104,2.790291203,2.616723558
2017-43,4014A,4014,Double,Double Bedroom,Cluster,3.021833418,2.786429971,2.616723558
2017-43,4014B,4014,Double,Double Bedroom,Cluster,3.021833418,2.786429971,2.616723558
2017-43,4015A,4015,Double,Double Bedroom,Control,1.337797321,NA,NA
2017-43,4015B,4015,Double,Double Bedroom,Control,1.472946507,NA,NA
2017-43,4018A,4018,Double,Double Bedroom,Cluster,3.073176517,2.785652045,2.616723558
2017-43,4018B,4018,Double,Double Bedroom,Cluster,3.073176517,2.785652045,2.616723558
2017-43,4021A,4021,NA,Single Bedroom,Control,1.722581855,NA,NA
2017-43,4021C,4021,NA,Single Bedroom,Control,1.848179022,NA,NA
2017-43,4021D,4021,NA,Single Bedroom,Control,1.534889612,NA,NA
2017-43,4022A,4022,Single,Single Bedroom,Cluster,7.840262848,6.857744451,6.314308312
2017-43,4022B,4022,Single,Single Bedroom,Cluster,7.840262848,6.857744451,6.314308312
2017-43,4022C,4022,Single,Single Bedroom,Cluster,7.840262848,6.857744451,6.314308312
2017-43,4022D,4022,Single,Single Bedroom,Cluster,7.840262848,6.857744451,6.314308312
2017-43,4023A,4023,Single,Single Bedroom,Control,1.812249211,NA,NA
2017-43,4023B,4023,Single,Single Bedroom,Control,1.670103334,NA,NA
2017-43,4023C,4023,Single,Single Bedroom,Control,1.748216508,NA,NA
2017-43,4023D,4023,Single,Single Bedroom,Control,1.807830101,NA,NA
2017-43,4024C,4024,NA,Single Bedroom,Individual,1.670103334,1.719395202,1.523456101
2017-43,4024D,4024,NA,Single Bedroom,Individual,1.600763435,1.71979143,1.523456101
2017-43,4027A,4027,Double,Double Bedroom,Cluster,2.670180133,2.791758051,2.616723558
2017-43,4027B,4027,Double,Double Bedroom,Cluster,2.670180133,2.791758051,2.616723558
2017-43,4029A,4029,Double,Double Bedroom,Individual,1.426050545,1.395955155,1.264349912
2017-43,4029B,4029,Double,Double Bedroom,Individual,1.294372045,1.396850927,1.264349912
2017-43,4030A,4030,Double,Double Bedroom,Control,1.601441635,NA,NA
2017-43,4030B,4030,Double,Double Bedroom,Control,1.384659884,NA,NA
2017-43,4031A,4031,Double,Double Bedroom,Cluster,2.727539936,2.790888963,2.616723558
2017-43,4031B,4031,Double,Double Bedroom,Cluster,2.727539936,2.790888963,2.616723558
2017-43,4032A,4032,Double,Double Bedroom,Individual,1.332900045,1.396588832,1.264349912
2017-43,4032B,4032,Double,Double Bedroom,Individual,1.44655129,1.395815694,1.264349912
2017-43,4036A,4036,NA,Single Bedroom,Individual,1.836359001,1.71844517,1.523456101
2017-43,4036B,4036,NA,Double Bedroom,Individual,1.506483735,1.395407991,1.264349912
2017-43,4037A,4037,Double,Double Bedroom,Cluster,2.772220216,2.790211989,2.616723558
2017-43,4037B,4037,Double,Double Bedroom,Cluster,2.772220216,2.790211989,2.616723558
2017-43,4039A,4039,Double,Double Bedroom,Control,1.307841495,NA,NA
2017-43,4039B,4039,Double,Double Bedroom,Control,1.549292624,NA,NA
2017-43,4040A,4040,NA,Single Bedroom,Control,1.661222834,NA,NA
2017-43,4040B,4040,NA,Double Bedroom,Control,1.269702666,NA,NA
2017-43,4042A,4042,Double,Double Bedroom,Control,1.413207878,NA,NA
2017-43,4042B,4042,Double,Double Bedroom,Control,1.301377136,NA,NA
2017-43,5007,5007,NA,Single Bedroom,Individual,1.82434507,1.718513821,1.523456101
2017-43,5008A,5008,Double,Double Bedroom,Individual,1.348666078,1.39648158,1.264349912
2017-43,5008B,5008,Double,Double Bedroom,Individual,1.503715131,1.395426825,1.264349912
2017-43,5009A,5009,Single,Single Bedroom,Control,1.826946039,NA,NA
2017-43,5009B,5009,Single,Single Bedroom,Control,1.82434507,NA,NA
2017-43,5009C,5009,Single,Single Bedroom,Control,2.027096194,NA,NA
2017-43,5009D,5009,Single,Single Bedroom,Control,1.692318186,NA,NA
2017-43,5010A,5010,Single,Single Bedroom,Cluster,7.316385754,6.872712368,6.314308312
2017-43,5010B,5010,Single,Single Bedroom,Cluster,7.316385754,6.872712368,6.314308312
2017-43,5010C,5010,Single,Single Bedroom,Cluster,7.316385754,6.872712368,6.314308312
2017-43,5010D,5010,Single,Single Bedroom,Cluster,7.316385754,6.872712368,6.314308312
2017-43,5011A,5011,Single,Single Bedroom,Control,1.639587787,NA,NA
2017-43,5011B,5011,Single,Single Bedroom,Control,2.072229244,NA,NA
2017-43,5011C,5011,Single,Single Bedroom,Control,1.61117976,NA,NA
2017-43,5011D,5011,Single,Single Bedroom,Control,1.565363305,NA,NA
2017-43,5013A,5013,Double,Double Bedroom,Control,1.534060078,NA,NA
2017-43,5013B,5013,Double,Double Bedroom,Control,1.323390195,NA,NA
2017-43,5014A,5014,Double,Double Bedroom,Cluster,2.712022434,2.791124077,2.616723558
2017-43,5014B,5014,Double,Double Bedroom,Cluster,2.712022434,2.791124077,2.616723558
2017-43,5015A,5015,Double,Double Bedroom,Individual,1.468876073,1.395663825,1.264349912
2017-43,5015B,5015,Double,Double Bedroom,Individual,1.242329046,1.397204961,1.269222766
2017-43,5018A,5018,Double,Double Bedroom,Individual,1.589961256,1.394840116,1.264349912
2017-43,5018B,5018,Double,Double Bedroom,Individual,1.538160746,1.395192501,1.264349912
2017-43,5021A,5021,Single,Single Bedroom,Individual,2.129986683,1.716767297,1.523456101
2017-43,5021B,5021,Single,Single Bedroom,Individual,1.884021429,1.718172813,1.523456101
2017-43,5021C,5021,Single,Single Bedroom,Individual,1.543351907,1.720119496,1.523456101
2017-43,5021D,5021,Single,Single Bedroom,Individual,1.825922253,1.718504808,1.523456101
2017-43,5022A,5022,Single,Single Bedroom,Cluster,6.985287515,6.882172317,6.314308312
2017-43,5022B,5022,Single,Single Bedroom,Cluster,6.985287515,6.882172317,6.314308312
2017-43,5022C,5022,Single,Single Bedroom,Cluster,6.985287515,6.882172317,6.314308312
2017-43,5022D,5022,Single,Single Bedroom,Cluster,6.985287515,6.882172317,6.314308312
2017-43,5023A,5023,Single,Single Bedroom,Cluster,6.838219298,6.886374266,6.314308312
2017-43,5023B,5023,Single,Single Bedroom,Cluster,6.838219298,6.886374266,6.314308312
2017-43,5023C,5023,Single,Single Bedroom,Cluster,6.838219298,6.886374266,6.314308312
2017-43,5023D,5023,Single,Single Bedroom,Cluster,6.838219298,6.886374266,6.314308312
2017-43,5024A,5024,Single,Single Bedroom,Control,1.541926871,NA,NA
2017-43,5024B,5024,Single,Single Bedroom,Control,2.268578248,NA,NA
2017-43,5024C,5024,Single,Single Bedroom,Control,1.580208202,NA,NA
2017-43,5024D,5024,Single,Single Bedroom,Control,1.902194307,NA,NA
2017-43,5027A,5027,NA,Double Bedroom,Individual,1.379291373,1.396273245,1.264349912
2017-43,5027B,5027,NA,Double Bedroom,Individual,1.544199664,1.39515142,1.264349912
2017-43,5029A,5029,Double,Double Bedroom,Cluster,2.654175398,2.792000547,2.616723558
2017-43,5029B,5029,Double,Double Bedroom,Cluster,2.654175398,2.792000547,2.616723558
2017-43,5030A,5030,Double,Double Bedroom,Individual,1.361248432,1.396395986,1.264349912
2017-43,5030B,5030,Double,Double Bedroom,Individual,1.423578593,1.395971971,1.264349912
2017-43,5031A,5031,Double,Double Bedroom,Cluster,3.536826562,2.778627045,2.616723558
2017-43,5031B,5031,Double,Double Bedroom,Cluster,3.536826562,2.778627045,2.616723558
2017-43,5032A,5032,Double,Double Bedroom,Individual,1.378881306,1.396276034,1.264349912
2017-43,5032B,5032,Double,Double Bedroom,Individual,1.281285397,1.396939952,1.264349912
2017-43,5036A,5036,NA,Single Bedroom,Individual,1.766537246,1.718844151,1.523456101
2017-43,5036B,5036,NA,Double Bedroom,Individual,1.624274784,1.394606691,1.264349912
2017-43,5037A,5037,Double,Double Bedroom,Control,1.747866198,NA,NA
2017-43,5037B,5037,Double,Double Bedroom,Control,1.530443584,NA,NA
2017-43,5039A,5039,Double,Double Bedroom,Cluster,3.011243747,2.786590421,2.616723558
2017-43,5039B,5039,Double,Double Bedroom,Cluster,3.011243747,2.786590421,2.616723558
2017-43,5040A,5040,NA,Single Bedroom,Individual,1.718646471,1.719117813,1.523456101
2017-43,5040B,5040,NA,Double Bedroom,Individual,1.653364926,1.394408799,1.264349912
2017-43,5042A,5042,Double,Double Bedroom,Cluster,2.855850374,2.788944866,2.616723558
2017-43,5042B,5042,Double,Double Bedroom,Cluster,2.855850374,2.788944866,2.616723558
2017-43,6008A,6008,Double,Double Bedroom,Control,1.289090472,NA,NA
2017-43,6008B,6008,Double,Double Bedroom,Control,1.565635225,NA,NA
2017-43,6009A,6009,Single,Single Bedroom,Cluster,7.325947547,6.872439174,6.314308312
2017-43,6009B,6009,Single,Single Bedroom,Cluster,7.325947547,6.872439174,6.314308312
2017-43,6009C,6009,Single,Single Bedroom,Cluster,7.325947547,6.872439174,6.314308312
2017-43,6009D,6009,Single,Single Bedroom,Cluster,7.325947547,6.872439174,6.314308312
2017-43,6010A,6010,Single,Single Bedroom,Individual,1.60247758,1.719781635,1.523456101
2017-43,6010B,6010,Single,Single Bedroom,Individual,1.808261268,1.718605728,1.523456101
2017-43,6010C,6010,Single,Single Bedroom,Individual,1.768333616,1.718833886,1.523456101
2017-43,6010D,6010,Single,Single Bedroom,Individual,1.747346004,1.718953815,1.523456101
2017-43,6011A,6011,Single,Single Bedroom,Individual,1.62627857,1.719645629,1.523456101
2017-43,6011B,6011,Single,Single Bedroom,Individual,1.859195297,1.718314677,1.523456101
2017-43,6011C,6011,Single,Single Bedroom,Individual,2.029143766,1.717343542,1.523456101
2017-43,6011D,6011,Single,Single Bedroom,Individual,1.911396046,1.718016387,1.523456101
2017-43,6013A,6013,Double,Double Bedroom,Cluster,3.100515436,2.785237819,2.616723558
2017-43,6013B,6013,Double,Double Bedroom,Cluster,3.100515436,2.785237819,2.616723558
2017-43,6014A,6014,Double,Double Bedroom,Cluster,3.108438793,2.785117769,2.616723558
2017-43,6014B,6014,Double,Double Bedroom,Cluster,3.108438793,2.785117769,2.616723558
2017-43,6015A,6015,Double,Double Bedroom,Individual,1.24314918,1.397199382,1.269222766
2017-43,6015B,6015,Double,Double Bedroom,Individual,1.328853151,1.396616362,1.264349912
2017-43,6018A,6018,Double,Double Bedroom,Individual,1.399280172,1.396137267,1.264349912
2017-43,6018B,6018,Double,Double Bedroom,Individual,1.236998177,1.397241226,1.269222766
2017-43,6021A,6021,Single,Single Bedroom,Cluster,8.319796576,6.844043487,6.314308312
2017-43,6021B,6021,Single,Single Bedroom,Cluster,8.319796576,6.844043487,6.314308312
2017-43,6021C,6021,Single,Single Bedroom,Cluster,8.319796576,6.844043487,6.314308312
2017-43,6021D,6021,Single,Single Bedroom,Cluster,8.319796576,6.844043487,6.314308312
2017-43,6022A,6022,Single,Single Bedroom,Cluster,6.876763492,6.885273004,6.314308312
2017-43,6022B,6022,Single,Single Bedroom,Cluster,6.876763492,6.885273004,6.314308312
2017-43,6022C,6022,Single,Single Bedroom,Cluster,6.876763492,6.885273004,6.314308312
2017-43,6022D,6022,Single,Single Bedroom,Cluster,6.876763492,6.885273004,6.314308312
2017-43,6023A,6023,NA,Single Bedroom,Individual,1.721496086,1.719101529,1.523456101
2017-43,6023B,6023,NA,Single Bedroom,Individual,2.002013438,1.717498573,1.523456101
2017-43,6023C,6023,NA,Single Bedroom,Control,1.844862294,NA,NA
2017-43,6023D,6023,NA,Single Bedroom,Control,2.048083806,NA,NA
2017-43,6024A,6024,Single,Single Bedroom,Control,1.870456943,NA,NA
2017-43,6024B,6024,Single,Single Bedroom,Control,2.024536729,NA,NA
2017-43,6024C,6024,Single,Single Bedroom,Control,1.881718588,NA,NA
2017-43,6024D,6024,Single,Single Bedroom,Control,2.123332074,NA,NA
2017-43,6027A,6027,Double,Double Bedroom,Control,1.677583474,NA,NA
2017-43,6027B,6027,Double,Double Bedroom,Control,1.291550873,NA,NA
2017-43,6029A,6029,Double,Double Bedroom,Cluster,2.676735977,2.79165872,2.616723558
2017-43,6029B,6029,Double,Double Bedroom,Cluster,2.676735977,2.79165872,2.616723558
2017-43,6030A,6030,Double,Double Bedroom,Cluster,2.828307916,2.789362176,2.616723558
2017-43,6030B,6030,Double,Double Bedroom,Cluster,2.828307916,2.789362176,2.616723558
2017-43,6031A,6031,Double,Double Bedroom,Cluster,2.670828441,2.791748228,2.616723558
2017-43,6031B,6031,Double,Double Bedroom,Cluster,2.670828441,2.791748228,2.616723558
2017-43,6032A,6032,Double,Double Bedroom,Control,1.471723014,NA,NA
2017-43,6032B,6032,Double,Double Bedroom,Control,1.290067753,NA,NA
2017-43,6036A,6036,NA,Single Bedroom,Individual,1.946217103,1.717817409,1.523456101
2017-43,6036B,6036,NA,Double Bedroom,Individual,1.45244297,1.395775615,1.264349912
2017-43,6037A,6037,Double,Double Bedroom,Cluster,3.059162912,2.785864373,2.616723558
2017-43,6037B,6037,Double,Double Bedroom,Cluster,3.059162912,2.785864373,2.616723558
2017-43,6039A,6039,Double,Double Bedroom,Individual,1.319442321,1.396680381,1.264349912
2017-43,6039B,6039,Double,Double Bedroom,Individual,1.359767862,1.396406058,1.264349912
2017-43,6040A,6040,NA,Single Bedroom,Individual,2.083916314,1.717030556,1.523456101
2017-43,6040B,6040,NA,Double Bedroom,Individual,1.658720399,1.394372367,1.264349912
2017-43,6042A,6042,Double,Double Bedroom,Cluster,3.050209301,2.786000034,2.616723558
2017-43,6042B,6042,Double,Double Bedroom,Cluster,3.050209301,2.786000034,2.616723558
2017-44,1008A,1008,Double,Double Bedroom,Cluster,3.153837736,3.102614175,2.876762522
2017-44,1008B,1008,Double,Double Bedroom,Cluster,3.153837736,3.102614175,2.876762522
2017-44,1009A,1009,NA,Single Bedroom,Control,1.924685826,NA,NA
2017-44,1009B,1009,NA,Single Bedroom,Control,1.835753404,NA,NA
2017-44,1009C,1009,NA,Single Bedroom,Control,1.687453438,NA,NA
2017-44,1010A,1010,Single,Single Bedroom,Individual,2.161392199,1.90808095,1.693292745
2017-44,1010B,1010,Single,Single Bedroom,Individual,2.243139914,1.90761382,1.693292745
2017-44,1010C,1010,Single,Single Bedroom,Individual,2.090380287,1.908486732,1.693292745
2017-44,1010D,1010,Single,Single Bedroom,Individual,2.11983708,1.908318408,1.693292745
2017-44,1011A,1011,Single,Single Bedroom,Individual,1.944483371,1.909320429,1.693292745
2017-44,1011B,1011,Single,Single Bedroom,Individual,1.551215769,1.911567672,1.700346359
2017-44,1011C,1011,Single,Single Bedroom,Individual,2.005773414,1.9089702,1.693292745
2017-44,1011D,1011,Single,Single Bedroom,Individual,1.562788081,1.911501545,1.700346359
2017-44,1013A,1013,Double,Double Bedroom,Control,1.493978891,NA,NA
2017-44,1013B,1013,Double,Double Bedroom,Control,1.558467481,NA,NA
2017-44,1014A,1014,Double,Double Bedroom,Individual,1.837602231,1.548848054,1.391507953
2017-44,1014B,1014,Double,Double Bedroom,Individual,1.773572821,1.549283628,1.391507953
2017-44,1015A,1015,Double,Double Bedroom,Individual,1.662064397,1.550042189,1.391507953
2017-44,1015B,1015,Double,Double Bedroom,Individual,1.60678348,1.550418249,1.391507953
2017-44,1018A,1018,Double,Double Bedroom,Individual,1.847227567,1.548782575,1.391507953
2017-44,1018B,1018,Double,Double Bedroom,Individual,1.668792666,1.549996418,1.391507953
2017-44,1021A,1021,Single,Single Bedroom,Control,1.772541633,NA,NA
2017-44,1021B,1021,Single,Single Bedroom,Control,1.927697797,NA,NA
2017-44,1021C,1021,Single,Single Bedroom,Control,2.080241905,NA,NA
2017-44,1021D,1021,Single,Single Bedroom,Control,2.003969851,NA,NA
2017-44,1022A,1022,Single,Single Bedroom,Control,2.003969851,NA,NA
2017-44,1022B,1022,Single,Single Bedroom,Control,2.309058066,NA,NA
2017-44,1022C,1022,Single,Single Bedroom,Control,1.546337528,NA,NA
2017-44,1022D,1022,Single,Single Bedroom,Control,1.686343764,NA,NA
2017-44,1023A,1023,Single,Single Bedroom,Individual,1.851425743,1.909852187,1.693292745
2017-44,1023B,1023,Single,Single Bedroom,Individual,1.682164473,1.910819394,1.700346359
2017-44,1023C,1023,Single,Single Bedroom,Individual,1.951728718,1.909279027,1.693292745
