Week,Room,RoomCluster,ClusterType,RoomType,TreatmentType,Usage,All.Neighbors,Efficient.Neighbors
2017-39,3040A,3040,NA,Single Bedroom,Control,0.997790101,NA,NA
2017-39,3040B,3040,NA,Double Bedroom,Control,1.123316122,NA,NA
2017-39,3042A,3042,Double,Double Bedroom,Cluster,1.890315397,2.004430183,1.89578278
2017-39,3042B,3042,Double,Double Bedroom,Cluster,1.890315397,2.004430183,1.89578278
2017-39,4007,4007,NA,Single Bedroom,Control,0.990635087,NA,NA
2017-39,4008A,4008,Double,Double Bedroom,Cluster,2.058740199,2.001669121,1.890519703
2017-39,4008B,4008,Double,Double Bedroom,Cluster,2.058740199,2.001669121,1.890519703
2017-39,4009A,4009,Single,Single Bedroom,Cluster,3.882129806,3.920649974,3.825157987
2017-39,4009B,4009,Single,Single Bedroom,Cluster,3.882129806,3.920649974,3.825157987
2017-39,4009C,4009,Single,Single Bedroom,Cluster,3.882129806,3.920649974,3.825157987
2017-39,4009D,4009,Single,Single Bedroom,Cluster,3.882129806,3.920649974,3.825157987
2017-39,4010A,4010,Single,Single Bedroom,Individual,0.985956449,0.987846921,0.951176493
2017-39,4010B,4010,Single,Single Bedroom,Individual,1.001491833,0.987752768,0.951176493
2017-39,4010C,4010,Single,Single Bedroom,Individual,0.997410639,0.987777502,0.951176493
2017-39,4010D,4010,Single,Single Bedroom,Individual,0.975294053,0.987911542,0.951176493
2017-39,4011A,4011,Single,Single Bedroom,Cluster,3.895281389,3.920225729,3.825157987
2017-39,4011B,4011,Single,Single Bedroom,Cluster,3.895281389,3.920225729,3.825157987
2017-39,4011C,4011,Single,Single Bedroom,Cluster,3.895281389,3.920225729,3.825157987
2017-39,4011D,4011,Single,Single Bedroom,Cluster,3.895281389,3.920225729,3.825157987
2017-39,4013A,4013,Double,Double Bedroom,Cluster,2.007545582,2.002508377,1.890519703
2017-39,4013B,4013,Double,Double Bedroom,Cluster,2.007545582,2.002508377,1.890519703
2017-39,4014A,4014,Double,Double Bedroom,Cluster,1.867719077,2.004800615,1.89578278
2017-39,4014B,4014,Double,Double Bedroom,Cluster,1.867719077,2.004800615,1.89578278
2017-39,4015A,4015,Double,Double Bedroom,Control,1.066917982,NA,NA
2017-39,4015B,4015,Double,Double Bedroom,Control,1.05098741,NA,NA
2017-39,4018A,4018,Double,Double Bedroom,Cluster,1.905697574,2.004178016,1.890519703
2017-39,4018B,4018,Double,Double Bedroom,Cluster,1.905697574,2.004178016,1.890519703
2017-39,4021D,4021,NA,Single Bedroom,Control,1.033036629,NA,NA
2017-39,4022A,4022,Single,Single Bedroom,Cluster,3.866390075,3.921157707,3.825157987
2017-39,4022B,4022,Single,Single Bedroom,Cluster,3.866390075,3.921157707,3.825157987
2017-39,4022C,4022,Single,Single Bedroom,Cluster,3.866390075,3.921157707,3.825157987
2017-39,4022D,4022,Single,Single Bedroom,Cluster,3.866390075,3.921157707,3.825157987
2017-39,4023A,4023,Single,Single Bedroom,Control,0.933263558,NA,NA
2017-39,4023B,4023,Single,Single Bedroom,Control,0.979627684,NA,NA
2017-39,4023C,4023,Single,Single Bedroom,Control,0.978831079,NA,NA
2017-39,4023D,4023,Single,Single Bedroom,Control,1.045069441,NA,NA
2017-39,4024C,4024,NA,Single Bedroom,Individual,0.951182745,0.988057671,0.951176493
2017-39,4024D,4024,NA,Single Bedroom,Individual,1.00493189,0.987731919,0.951176493
2017-39,4027A,4027,Double,Double Bedroom,Cluster,2.168750227,1.999865678,1.890519703
2017-39,4027B,4027,Double,Double Bedroom,Cluster,2.168750227,1.999865678,1.890519703
2017-39,4029A,4029,Double,Double Bedroom,Individual,0.954953988,1.003275613,0.927933863
2017-39,4029B,4029,Double,Double Bedroom,Individual,1.040331031,1.002674366,0.927933863
2017-39,4030A,4030,Double,Double Bedroom,Control,0.908251382,NA,NA
2017-39,4030B,4030,Double,Double Bedroom,Control,1.071245533,NA,NA
2017-39,4031A,4031,Double,Double Bedroom,Cluster,1.973987297,2.003058513,1.890519703
2017-39,4031B,4031,Double,Double Bedroom,Cluster,1.973987297,2.003058513,1.890519703
2017-39,4032A,4032,Double,Double Bedroom,Individual,1.025820153,1.002776555,0.927933863
2017-39,4032B,4032,Double,Double Bedroom,Individual,1.044405086,1.002645676,0.927933863
2017-39,4036A,4036,NA,Single Bedroom,Individual,0.947569978,0.988079567,0.951182745
2017-39,4036B,4036,NA,Double Bedroom,Individual,0.948530003,1.003320852,0.927933863
2017-39,4037A,4037,Double,Double Bedroom,Cluster,1.918816575,2.003962951,1.890519703
2017-39,4037B,4037,Double,Double Bedroom,Cluster,1.918816575,2.003962951,1.890519703
2017-39,4039A,4039,Double,Double Bedroom,Control,1.123316122,NA,NA
2017-39,4039B,4039,Double,Double Bedroom,Control,0.956401795,NA,NA
2017-39,4040A,4040,NA,Single Bedroom,Control,0.979627684,NA,NA
2017-39,4040B,4040,NA,Double Bedroom,Control,1.125498263,NA,NA
2017-39,4042A,4042,Double,Double Bedroom,Control,1.076102899,NA,NA
2017-39,4042B,4042,Double,Double Bedroom,Control,0.972682981,NA,NA
2017-39,5007,5007,NA,Single Bedroom,Individual,0.951182745,0.988057671,0.951176493
2017-39,5008A,5008,Double,Double Bedroom,Individual,0.964743015,1.003206676,0.927933863
2017-39,5008B,5008,Double,Double Bedroom,Individual,0.954953988,1.003275613,0.927933863
2017-39,5009A,5009,Single,Single Bedroom,Control,0.940060338,NA,NA
2017-39,5009B,5009,Single,Single Bedroom,Control,0.951182745,NA,NA
2017-39,5009C,5009,Single,Single Bedroom,Control,0.970731208,NA,NA
2017-39,5009D,5009,Single,Single Bedroom,Control,0.978616702,NA,NA
2017-39,5010A,5010,Single,Single Bedroom,Cluster,3.99486454,3.91701337,3.825157987
2017-39,5010B,5010,Single,Single Bedroom,Cluster,3.99486454,3.91701337,3.825157987
2017-39,5010C,5010,Single,Single Bedroom,Cluster,3.99486454,3.91701337,3.825157987
2017-39,5010D,5010,Single,Single Bedroom,Cluster,3.99486454,3.91701337,3.825157987
2017-39,5011A,5011,Single,Single Bedroom,Control,1.030543835,NA,NA
2017-39,5011B,5011,Single,Single Bedroom,Control,1.066199502,NA,NA
2017-39,5011C,5011,Single,Single Bedroom,Control,0.961921671,NA,NA
2017-39,5011D,5011,Single,Single Bedroom,Control,1.02033544,NA,NA
2017-39,5013A,5013,Double,Double Bedroom,Control,0.968595017,NA,NA
2017-39,5013B,5013,Double,Double Bedroom,Control,1.000059365,NA,NA
2017-39,5014A,5014,Double,Double Bedroom,Cluster,2.085901483,2.001223854,1.890519703
2017-39,5014B,5014,Double,Double Bedroom,Cluster,2.085901483,2.001223854,1.890519703
2017-39,5015A,5015,Double,Double Bedroom,Individual,0.995946913,1.00298693,0.927933863
2017-39,5015B,5015,Double,Double Bedroom,Individual,1.123316122,1.002089964,0.927933863
2017-39,5018A,5018,Double,Double Bedroom,Individual,0.988635544,1.003038419,0.927933863
2017-39,5018B,5018,Double,Double Bedroom,Individual,0.94262442,1.003362441,0.927933863
2017-39,5021A,5021,Single,Single Bedroom,Individual,1.026055528,0.987603897,0.951176493
2017-39,5021B,5021,Single,Single Bedroom,Individual,0.947569978,0.988079567,0.951182745
2017-39,5021C,5021,Single,Single Bedroom,Individual,1.037011236,0.987537498,0.951176493
2017-39,5021D,5021,Single,Single Bedroom,Individual,0.951182745,0.988057671,0.951176493
2017-39,5022A,5022,Single,Single Bedroom,Cluster,3.797742252,3.923372153,3.829663332
2017-39,5022B,5022,Single,Single Bedroom,Cluster,3.797742252,3.923372153,3.829663332
2017-39,5022C,5022,Single,Single Bedroom,Cluster,3.797742252,3.923372153,3.829663332
2017-39,5022D,5022,Single,Single Bedroom,Cluster,3.797742252,3.923372153,3.829663332
2017-39,5023A,5023,Single,Single Bedroom,Cluster,3.967400114,3.917899319,3.825157987
2017-39,5023B,5023,Single,Single Bedroom,Cluster,3.967400114,3.917899319,3.825157987
2017-39,5023C,5023,Single,Single Bedroom,Cluster,3.967400114,3.917899319,3.825157987
2017-39,5023D,5023,Single,Single Bedroom,Cluster,3.967400114,3.917899319,3.825157987
2017-39,5024A,5024,NA,Single Bedroom,Control,0.956439214,NA,NA
2017-39,5024B,5024,NA,Single Bedroom,Control,1.099661287,NA,NA
2017-39,5024C,5024,NA,Single Bedroom,Control,1.033036629,NA,NA
2017-39,5027A,5027,NA,Double Bedroom,Individual,1.095840955,1.002283451,0.927933863
2017-39,5027B,5027,NA,Double Bedroom,Individual,1.047204414,1.002625962,0.927933863
2017-39,5029A,5029,Double,Double Bedroom,Cluster,2.218590531,1.999048623,1.890519703
2017-39,5029B,5029,Double,Double Bedroom,Cluster,2.218590531,1.999048623,1.890519703
2017-39,5030A,5030,Double,Double Bedroom,Individual,1.077527051,1.002412422,0.927933863
2017-39,5030B,5030,Double,Double Bedroom,Individual,1.123316122,1.002089964,0.927933863
2017-39,5031A,5031,Double,Double Bedroom,Cluster,2.02669623,2.002194432,1.890519703
2017-39,5031B,5031,Double,Double Bedroom,Cluster,2.02669623,2.002194432,1.890519703
2017-39,5032A,5032,Double,Double Bedroom,Individual,1.031404899,1.002737226,0.927933863
2017-39,5032B,5032,Double,Double Bedroom,Individual,1.049824541,1.00260751,0.927933863
2017-39,5036A,5036,NA,Single Bedroom,Individual,1.040645643,0.987515472,0.951176493
2017-39,5036B,5036,NA,Double Bedroom,Individual,0.926844935,1.003473564,0.928085969
2017-39,5037A,5037,NA,Double Bedroom,Control,0.919243339,NA,NA
2017-39,5039A,5039,Double,Double Bedroom,Cluster,1.845513942,2.005164633,1.89578278
2017-39,5039B,5039,Double,Double Bedroom,Cluster,1.845513942,2.005164633,1.89578278
2017-39,5040A,5040,NA,Single Bedroom,Individual,0.985780132,0.98784799,0.951176493
2017-39,5040B,5040,NA,Double Bedroom,Individual,0.895301003,1.003695704,0.928085969
2017-39,5042A,5042,Double,Double Bedroom,Cluster,2.044797532,2.001897689,1.890519703
2017-39,5042B,5042,Double,Double Bedroom,Cluster,2.044797532,2.001897689,1.890519703
2017-39,6008A,6008,Double,Double Bedroom,Control,1.092426107,NA,NA
2017-39,6008B,6008,Double,Double Bedroom,Control,0.990780122,NA,NA
2017-39,6009A,6009,Single,Single Bedroom,Cluster,3.973050094,3.917717061,3.825157987
2017-39,6009B,6009,Single,Single Bedroom,Cluster,3.973050094,3.917717061,3.825157987
2017-39,6009C,6009,Single,Single Bedroom,Cluster,3.973050094,3.917717061,3.825157987
2017-39,6009D,6009,Single,Single Bedroom,Cluster,3.973050094,3.917717061,3.825157987
2017-39,6010A,6010,Single,Single Bedroom,Individual,0.980524864,0.98787984,0.951176493
2017-39,6010B,6010,Single,Single Bedroom,Individual,0.938125727,0.988136805,0.951182745
2017-39,6010C,6010,Single,Single Bedroom,Individual,0.965236316,0.987972498,0.951176493
2017-39,6010D,6010,Single,Single Bedroom,Individual,0.951182745,0.988057671,0.951176493
2017-39,6011A,6011,Single,Single Bedroom,Individual,0.959525846,0.988007107,0.951176493
2017-39,6011B,6011,Single,Single Bedroom,Individual,0.962418952,0.987989573,0.951176493
2017-39,6011C,6011,Single,Single Bedroom,Individual,0.975294053,0.987911542,0.951176493
2017-39,6011D,6011,Single,Single Bedroom,Individual,0.906441472,0.98832883,0.951182745
2017-39,6013A,6013,Double,Double Bedroom,Cluster,1.89578278,2.004340554,1.890519703
2017-39,6013B,6013,Double,Double Bedroom,Cluster,1.89578278,2.004340554,1.890519703
2017-39,6014A,6014,Double,Double Bedroom,Cluster,1.906503708,2.004164801,1.890519703
2017-39,6014B,6014,Double,Double Bedroom,Cluster,1.906503708,2.004164801,1.890519703
2017-39,6015A,6015,Double,Double Bedroom,Individual,1.123316122,1.002089964,0.927933863
2017-39,6015B,6015,Double,Double Bedroom,Individual,1.013675906,1.002862078,0.927933863
2017-39,6018A,6018,Double,Double Bedroom,Individual,0.959182757,1.003245833,0.927933863
2017-39,6018B,6018,Double,Double Bedroom,Individual,1.040084489,1.002676102,0.927933863
2017-39,6021A,6021,Single,Single Bedroom,Cluster,3.985487237,3.917315863,3.825157987
2017-39,6021B,6021,Single,Single Bedroom,Cluster,3.985487237,3.917315863,3.825157987
2017-39,6021C,6021,Single,Single Bedroom,Cluster,3.985487237,3.917315863,3.825157987
2017-39,6021D,6021,Single,Single Bedroom,Cluster,3.985487237,3.917315863,3.825157987
2017-39,6022A,6022,Single,Single Bedroom,Cluster,3.989279893,3.91719352,3.825157987
2017-39,6022B,6022,Single,Single Bedroom,Cluster,3.989279893,3.91719352,3.825157987
2017-39,6022C,6022,Single,Single Bedroom,Cluster,3.989279893,3.91719352,3.825157987
2017-39,6022D,6022,Single,Single Bedroom,Cluster,3.989279893,3.91719352,3.825157987
2017-39,6023A,6023,NA,Single Bedroom,Individual,1.020249291,0.987639086,0.951176493
2017-39,6023B,6023,NA,Single Bedroom,Individual,0.951182745,0.988057671,0.951176493
2017-39,6024A,6024,Single,Single Bedroom,Control,0.956439214,NA,NA
2017-39,6024B,6024,Single,Single Bedroom,Control,1.032974937,NA,NA
2017-39,6024C,6024,Single,Single Bedroom,Control,0.996662915,NA,NA
2017-39,6024D,6024,Single,Single Bedroom,Control,1.054884359,NA,NA
2017-39,6027A,6027,Double,Double Bedroom,Control,0.928902141,NA,NA
2017-39,6027B,6027,Double,Double Bedroom,Control,1.028156174,NA,NA
2017-39,6029A,6029,Double,Double Bedroom,Cluster,2.071267334,2.001463758,1.890519703
2017-39,6029B,6029,Double,Double Bedroom,Cluster,2.071267334,2.001463758,1.890519703
2017-39,6030A,6030,Double,Double Bedroom,Cluster,2.216376948,1.999084912,1.890519703
2017-39,6030B,6030,Double,Double Bedroom,Cluster,2.216376948,1.999084912,1.890519703
2017-39,6031A,6031,Double,Double Bedroom,Cluster,2.099235584,2.001005262,1.890519703
2017-39,6031B,6031,Double,Double Bedroom,Cluster,2.099235584,2.001005262,1.890519703
2017-39,6032B,6032,NA,Double Bedroom,Control,1.123316122,NA,NA
2017-39,6036A,6036,NA,Single Bedroom,Individual,0.980001546,0.987883012,0.951176493
2017-39,6036B,6036,NA,Double Bedroom,Individual,0.945017203,1.00334559,0.927933863
2017-39,6037A,6037,Double,Double Bedroom,Cluster,1.890519703,2.004426834,1.89578278
2017-39,6037B,6037,Double,Double Bedroom,Cluster,1.890519703,2.004426834,1.89578278
2017-39,6039A,6039,Double,Double Bedroom,Individual,1.065845277,1.002494688,0.927933863
2017-39,6039B,6039,Double,Double Bedroom,Individual,1.032865782,1.002726938,0.927933863
2017-39,6040A,6040,NA,Single Bedroom,Individual,0.973714069,0.987921118,0.951176493
2017-39,6040B,6040,NA,Double Bedroom,Individual,0.953522051,1.003285697,0.927933863
2017-39,6042A,6042,Double,Double Bedroom,Cluster,1.869314642,2.004774458,1.89578278
2017-39,6042B,6042,Double,Double Bedroom,Cluster,1.869314642,2.004774458,1.89578278
2017-39,1015A,1015,Double,Double Bedroom,Individual,NA,NA,NA
2017-39,1015B,1015,Double,Double Bedroom,Individual,NA,NA,NA
2017-39,1024A,1024,NA,Single Bedroom,Control,NA,NA,NA
2017-39,1024B,1024,NA,Single Bedroom,Control,NA,NA,NA
2017-39,1024D,1024,NA,Single Bedroom,Control,NA,NA,NA
2017-39,2007,2007,NA,Single Bedroom,Control,NA,NA,NA
2017-39,2022A,2022,Single,Single Bedroom,Cluster,NA,NA,NA
2017-39,2022B,2022,Single,Single Bedroom,Cluster,NA,NA,NA
2017-39,2022C,2022,Single,Single Bedroom,Cluster,NA,NA,NA
2017-39,2022D,2022,Single,Single Bedroom,Cluster,NA,NA,NA
2017-39,2023A,2023,Single,Single Bedroom,Individual,NA,NA,NA
2017-39,2023B,2023,Single,Single Bedroom,Individual,NA,NA,NA
2017-39,2023C,2023,Single,Single Bedroom,Individual,NA,NA,NA
2017-39,2023D,2023,Single,Single Bedroom,Individual,NA,NA,NA
2017-39,2024B,2024,Single,Single Bedroom,Control,NA,NA,NA
2017-39,2024C,2024,Single,Single Bedroom,Control,NA,NA,NA
2017-39,2024D,2024,Single,Single Bedroom,Control,NA,NA,NA
2017-39,2027A,2027,NA,Double Bedroom,Control,NA,NA,NA
2017-39,2029A,2029,Double,Double Bedroom,Cluster,NA,NA,NA
2017-39,2029B,2029,Double,Double Bedroom,Cluster,NA,NA,NA
2017-39,2030A,2030,Double,Double Bedroom,Cluster,NA,NA,NA
2017-39,2030B,2030,Double,Double Bedroom,Cluster,NA,NA,NA
2017-39,2031A,2031,Double,Double Bedroom,Individual,NA,NA,NA
2017-39,2031B,2031,Double,Double Bedroom,Individual,NA,NA,NA
2017-39,2032B,2032,NA,Double Bedroom,Control,NA,NA,NA
2017-39,2036A,2036,NA,Single Bedroom,Individual,NA,NA,NA
2017-39,2036B,2036,NA,Double Bedroom,Individual,NA,NA,NA
2017-39,2037A,2037,Double,Double Bedroom,Control,NA,NA,NA
2017-39,2037B,2037,Double,Double Bedroom,Control,NA,NA,NA
2017-39,3024A,3024,NA,Single Bedroom,Control,NA,NA,NA
2017-39,3024B,3024,NA,Single Bedroom,Control,NA,NA,NA
2017-39,3024C,3024,NA,Single Bedroom,Control,NA,NA,NA
2017-39,3027B,3027,NA,Double Bedroom,Individual,NA,NA,NA
2017-39,3029A,3029,Double,Double Bedroom,Individual,NA,NA,NA
2017-39,3029B,3029,Double,Double Bedroom,Individual,NA,NA,NA
2017-39,3030A,3030,Double,Double Bedroom,Cluster,NA,NA,NA
2017-39,3030B,3030,Double,Double Bedroom,Cluster,NA,NA,NA
2017-39,3031A,3031,Double,Double Bedroom,Control,NA,NA,NA
2017-39,3031B,3031,Double,Double Bedroom,Control,NA,NA,NA
2017-39,3032B,3032,NA,Double Bedroom,Individual,NA,NA,NA
2017-39,3036A,3036,NA,Single Bedroom,Individual,NA,NA,NA
2017-39,3036B,3036,NA,Double Bedroom,Individual,NA,NA,NA
2017-39,3037A,3037,Double,Double Bedroom,Individual,NA,NA,NA
2017-39,3037B,3037,Double,Double Bedroom,Individual,NA,NA,NA
2017-39,3039A,3039,Double,Double Bedroom,Control,NA,NA,NA
2017-39,3039B,3039,Double,Double Bedroom,Control,NA,NA,NA
2017-39,3040A,3040,NA,Single Bedroom,Control,NA,NA,NA
2017-39,3040B,3040,NA,Double Bedroom,Control,NA,NA,NA
2017-39,3042A,3042,Double,Double Bedroom,Cluster,NA,NA,NA
2017-39,3042B,3042,Double,Double Bedroom,Cluster,NA,NA,NA
2017-40,1008A,1008,Double,Double Bedroom,Cluster,0.935774692,1.05080171,0.922533252
2017-40,1008B,1008,Double,Double Bedroom,Cluster,0.935774692,1.05080171,0.922533252
2017-40,1009A,1009,NA,Single Bedroom,Control,0.50923248,NA,NA
2017-40,1009B,1009,NA,Single Bedroom,Control,0.528168659,NA,NA
2017-40,1009C,1009,NA,Single Bedroom,Control,0.470360751,NA,NA
2017-40,1010A,1010,Single,Single Bedroom,Individual,0.591873763,0.544600598,0.464029993
2017-40,1010B,1010,Single,Single Bedroom,Individual,0.639322206,0.544313032,0.464029993
2017-40,1010C,1010,Single,Single Bedroom,Individual,0.532046297,0.544963189,0.464029993
2017-40,1010D,1010,Single,Single Bedroom,Individual,0.550782526,0.544849636,0.464029993
2017-40,1011A,1011,Single,Single Bedroom,Individual,0.488320814,0.545228192,0.464029993
2017-40,1011B,1011,Single,Single Bedroom,Individual,0.536030109,0.544939045,0.464029993
2017-40,1011C,1011,Single,Single Bedroom,Individual,0.48875678,0.54522555,0.464029993
2017-40,1011D,1011,Single,Single Bedroom,Individual,0.43567481,0.545547258,0.464302393
2017-40,1013A,1013,Double,Double Bedroom,Control,0.495441265,NA,NA
2017-40,1013B,1013,Double,Double Bedroom,Control,0.450287746,NA,NA
2017-40,1014A,1014,Double,Double Bedroom,Individual,0.45314746,0.53191294,0.452526203
2017-40,1014B,1014,Double,Double Bedroom,Individual,0.526934557,0.531393313,0.452488972
2017-40,1015A,1015,Double,Double Bedroom,Individual,0.655143579,0.530490432,0.452488972
2017-40,1015B,1015,Double,Double Bedroom,Individual,0.638246674,0.530609425,0.452488972
2017-40,1018A,1018,Double,Double Bedroom,Individual,0.514777235,0.531478928,0.452488972
2017-40,1018B,1018,Double,Double Bedroom,Individual,0.487106167,0.531673794,0.452488972
2017-40,1021A,1021,Single,Single Bedroom,Control,0.464029993,NA,NA
2017-40,1021B,1021,Single,Single Bedroom,Control,0.526942099,NA,NA
2017-40,1021C,1021,Single,Single Bedroom,Control,0.613439379,NA,NA
2017-40,1021D,1021,Single,Single Bedroom,Control,0.539872092,NA,NA
2017-40,1022A,1022,Single,Single Bedroom,Control,0.548054917,NA,NA
2017-40,1022B,1022,Single,Single Bedroom,Control,0.546692916,NA,NA
2017-40,1022C,1022,Single,Single Bedroom,Control,0.536030109,NA,NA
2017-40,1022D,1022,Single,Single Bedroom,Control,0.462749332,NA,NA
2017-40,1023A,1023,Single,Single Bedroom,Individual,0.548054917,0.544866167,0.464029993
2017-40,1023B,1023,Single,Single Bedroom,Individual,0.489867135,0.54521882,0.464029993
2017-40,1023C,1023,Single,Single Bedroom,Individual,0.55040145,0.544851946,0.464029993
2017-40,1023D,1023,Single,Single Bedroom,Individual,0.561678534,0.5447836,0.464029993
2017-40,1024A,1024,NA,Single Bedroom,Control,0.703500661,NA,NA
2017-40,1024B,1024,NA,Single Bedroom,Control,0.637609712,NA,NA
2017-40,1024D,1024,NA,Single Bedroom,Control,0.640558648,NA,NA
2017-40,2007,2007,NA,Single Bedroom,Control,0.735030915,NA,NA
2017-40,2008A,2008,Double,Double Bedroom,Control,0.476307319,NA,NA
2017-40,2008B,2008,Double,Double Bedroom,Control,0.543623952,NA,NA
2017-40,2009A,2009,NA,Single Bedroom,Control,0.535355721,NA,NA
2017-40,2009B,2009,NA,Single Bedroom,Control,0.459923552,NA,NA
2017-40,2009C,2009,NA,Single Bedroom,Control,0.515385718,NA,NA
2017-40,2010A,2010,Single,Single Bedroom,Individual,0.591873763,0.544600598,0.464029993
2017-40,2010B,2010,Single,Single Bedroom,Individual,0.481636632,0.545268702,0.464029993
2017-40,2010C,2010,Single,Single Bedroom,Individual,0.649197615,0.544253181,0.464029993
2017-40,2010D,2010,Single,Single Bedroom,Individual,0.509228873,0.545101476,0.464029993
2017-40,2011A,2011,Single,Single Bedroom,Cluster,1.875610729,2.151402574,1.945505138
2017-40,2011B,2011,Single,Single Bedroom,Cluster,1.875610729,2.151402574,1.945505138
2017-40,2011C,2011,Single,Single Bedroom,Cluster,1.875610729,2.151402574,1.945505138
2017-40,2011D,2011,Single,Single Bedroom,Cluster,1.875610729,2.151402574,1.945505138
2017-40,2013A,2013,Double,Double Bedroom,Cluster,1.03070896,1.04924541,0.922533252
2017-40,2013B,2013,Double,Double Bedroom,Cluster,1.03070896,1.04924541,0.922533252
2017-40,2014A,2014,Double,Double Bedroom,Individual,0.58774233,0.530965089,0.452488972
2017-40,2014B,2014,Double,Double Bedroom,Individual,0.449493024,0.531938676,0.453184691
2017-40,2015A,2015,Double,Double Bedroom,Control,0.483014578,NA,NA
2017-40,2015B,2015,Double,Double Bedroom,Control,0.482080244,NA,NA
2017-40,2018A,2018,Double,Double Bedroom,Cluster,1.065287646,1.048678547,0.922533252
2017-40,2018B,2018,Double,Double Bedroom,Cluster,1.065287646,1.048678547,0.922533252
2017-40,2021A,2021,Single,Single Bedroom,Cluster,2.006041445,2.147195132,1.918253903
2017-40,2021B,2021,Single,Single Bedroom,Cluster,2.006041445,2.147195132,1.918253903
2017-40,2021C,2021,Single,Single Bedroom,Cluster,2.006041445,2.147195132,1.918253903
2017-40,2021D,2021,Single,Single Bedroom,Cluster,2.006041445,2.147195132,1.918253903
2017-40,2022A,2022,Single,Single Bedroom,Cluster,2.841567771,2.12024267,1.918253903
2017-40,2022B,2022,Single,Single Bedroom,Cluster,2.841567771,2.12024267,1.918253903
2017-40,2022C,2022,Single,Single Bedroom,Cluster,2.841567771,2.12024267,1.918253903
2017-40,2022D,2022,Single,Single Bedroom,Cluster,2.841567771,2.12024267,1.918253903
2017-40,2023A,2023,Single,Single Bedroom,Individual,0.680299104,0.544064687,0.464029993
2017-40,2023B,2023,Single,Single Bedroom,Individual,1.134170899,0.541313949,0.464029993
2017-40,2023C,2023,Single,Single Bedroom,Individual,0.808509386,0.543287655,0.464029993
2017-40,2023D,2023,Single,Single Bedroom,Individual,0.746905306,0.543661013,0.464029993
2017-40,2024B,2024,Single,Single Bedroom,Control,0.807253686,NA,NA
2017-40,2024C,2024,Single,Single Bedroom,Control,0.694497724,NA,NA
2017-40,2024D,2024,Single,Single Bedroom,Control,0.672000199,NA,NA
2017-40,2027A,2027,NA,Double Bedroom,Control,0.592117846,NA,NA
2017-40,2029A,2029,Double,Double Bedroom,Cluster,1.259678267,1.045491815,0.922533252
2017-40,2029B,2029,Double,Double Bedroom,Cluster,1.259678267,1.045491815,0.922533252
2017-40,2030A,2030,Double,Double Bedroom,Cluster,1.251061659,1.045633071,0.922533252
2017-40,2030B,2030,Double,Double Bedroom,Cluster,1.251061659,1.045633071,0.922533252
2017-40,2031A,2031,Double,Double Bedroom,Individual,0.674418786,0.530354691,0.452488972
2017-40,2031B,2031,Double,Double Bedroom,Individual,0.575763751,0.531049445,0.452488972
2017-40,2032B,2032,NA,Double Bedroom,Control,0.679110484,NA,NA
2017-40,2036A,2036,NA,Single Bedroom,Individual,0.703500661,0.543924072,0.464029993
2017-40,2036B,2036,NA,Double Bedroom,Individual,0.72510881,0.529997719,0.452488972
2017-40,2037A,2037,Double,Double Bedroom,Control,0.664437384,NA,NA
2017-40,2037B,2037,Double,Double Bedroom,Control,0.452193568,NA,NA
2017-40,2039A,2039,Double,Double Bedroom,Individual,0.480562239,0.531719878,0.452488972
2017-40,2039B,2039,Double,Double Bedroom,Individual,0.499579869,0.531585951,0.452488972
2017-40,2040A,2040,NA,Single Bedroom,Individual,0.490457779,0.54521524,0.464029993
2017-40,2040B,2040,NA,Double Bedroom,Individual,0.473922322,0.531766638,0.452488972
2017-40,2042A,2042,Double,Double Bedroom,Individual,0.458042389,0.531878469,0.452488972
2017-40,2042B,2042,Double,Double Bedroom,Individual,0.449425683,0.53193915,0.453184691
2017-40,3007,3007,NA,Single Bedroom,Control,0.548054917,NA,NA
2017-40,3008A,3008,Double,Double Bedroom,Individual,0.457937484,0.531879208,0.452488972
2017-40,3008B,3008,Double,Double Bedroom,Individual,0.450947785,0.531928431,0.453184691
2017-40,3009A,3009,Single,Single Bedroom,Control,0.464029993,NA,NA
2017-40,3009B,3009,Single,Single Bedroom,Control,0.479815822,NA,NA
2017-40,3009C,3009,Single,Single Bedroom,Control,0.460153558,NA,NA
2017-40,3009D,3009,Single,Single Bedroom,Control,0.477318219,NA,NA
2017-40,3010A,3010,Single,Single Bedroom,Individual,0.461757587,0.545389181,0.464302393
2017-40,3010B,3010,Single,Single Bedroom,Individual,0.486122534,0.545241515,0.464029993
2017-40,3010C,3010,Single,Single Bedroom,Individual,0.481636632,0.545268702,0.464029993
2017-40,3010D,3010,Single,Single Bedroom,Individual,0.536341867,0.544937155,0.464029993
2017-40,3011A,3011,Single,Single Bedroom,Control,0.518991684,NA,NA
2017-40,3011B,3011,Single,Single Bedroom,Control,0.642604391,NA,NA
2017-40,3011C,3011,Single,Single Bedroom,Control,0.542605711,NA,NA
2017-40,3011D,3011,Single,Single Bedroom,Control,0.521403927,NA,NA
2017-40,3013A,3013,Double,Double Bedroom,Control,0.506301332,NA,NA
2017-40,3013B,3013,Double,Double Bedroom,Control,0.498294025,NA,NA
2017-40,3014A,3014,Double,Double Bedroom,Cluster,0.982518487,1.050035418,0.922533252
2017-40,3014B,3014,Double,Double Bedroom,Cluster,0.982518487,1.050035418,0.922533252
2017-40,3015A,3015,Double,Double Bedroom,Control,0.493039567,NA,NA
